Field Sample Number,Depth_ft,SampleDate,Value,Units,Variable
EMB,40,2/23/2016,0.63,RFU,Phycocyanin_InsituProbeR
EMB,45,2/23/2016,0.57,RFU,Phycocyanin_InsituProbeR
EMB,50,2/23/2016,0.56,RFU,Phycocyanin_InsituProbeR
EMB,55,2/23/2016,0.57,RFU,Phycocyanin_InsituProbeR
EMB,60,2/23/2016,0.56,RFU,Phycocyanin_InsituProbeR
EMB,65,2/23/2016,0.54,RFU,Phycocyanin_InsituProbeR
EMB,70,2/23/2016,0.60,RFU,Phycocyanin_InsituProbeR
EMB,73,2/23/2016,0.59,RFU,Phycocyanin_InsituProbeR
EMB,0,3/14/2016,0.77,RFU,Phycocyanin_InsituProbeR
EMB,0,3/14/2016,0.66,RFU,Phycocyanin_InsituProbeR
EMB,0,3/14/2016,0.58,RFU,Phycocyanin_InsituProbeR
EMB,0,3/14/2016,0.50,RFU,Phycocyanin_InsituProbeR
EMB,0,3/14/2016,0.41,RFU,Phycocyanin_InsituProbeR
EMB,0,3/14/2016,0.40,RFU,Phycocyanin_InsituProbeR
EMB,0,3/14/2016,0.39,RFU,Phycocyanin_InsituProbeR
EMB,0,3/14/2016,0.37,RFU,Phycocyanin_InsituProbeR
EMB,0,3/14/2016,0.42,RFU,Phycocyanin_InsituProbeR
EMB,0,3/14/2016,0.44,RFU,Phycocyanin_InsituProbeR
EMB,0,3/14/2016,0.43,RFU,Phycocyanin_InsituProbeR
EMB,0,3/14/2016,0.43,RFU,Phycocyanin_InsituProbeR
EMB,0,3/14/2016,0.43,RFU,Phycocyanin_InsituProbeR
EMB,0,3/14/2016,0.44,RFU,Phycocyanin_InsituProbeR
EMB,73,3/14/2016,0.47,RFU,Phycocyanin_InsituProbeR
EMB,0,4/5/2016,0.38,RFU,Phycocyanin_InsituProbeR
EMB,5,4/5/2016,0.39,RFU,Phycocyanin_InsituProbeR
EMB,10,4/5/2016,0.32,RFU,Phycocyanin_InsituProbeR
EMB,15,4/5/2016,0.28,RFU,Phycocyanin_InsituProbeR
EMB,20,4/5/2016,0.27,RFU,Phycocyanin_InsituProbeR
EMB,25,4/5/2016,0.28,RFU,Phycocyanin_InsituProbeR
EMB,30,4/5/2016,0.26,RFU,Phycocyanin_InsituProbeR
EMB,35,4/5/2016,0.27,RFU,Phycocyanin_InsituProbeR
EMB,40,4/5/2016,0.24,RFU,Phycocyanin_InsituProbeR
EMB,45,4/5/2016,0.25,RFU,Phycocyanin_InsituProbeR
EMB,50,4/5/2016,0.24,RFU,Phycocyanin_InsituProbeR
EMB,55,4/5/2016,0.25,RFU,Phycocyanin_InsituProbeR
EMB,60,4/5/2016,0.27,RFU,Phycocyanin_InsituProbeR
EMB,65,4/5/2016,0.28,RFU,Phycocyanin_InsituProbeR
EMB,67,4/5/2016,0.28,RFU,Phycocyanin_InsituProbeR
EMB,0,4/26/2016,0.52,RFU,Phycocyanin_InsituProbeR
EMB,5,4/26/2016,0.52,RFU,Phycocyanin_InsituProbeR
EMB,10,4/26/2016,0.33,RFU,Phycocyanin_InsituProbeR
EMB,15,4/26/2016,0.29,RFU,Phycocyanin_InsituProbeR
EMB,20,4/26/2016,0.25,RFU,Phycocyanin_InsituProbeR
EMB,25,4/26/2016,0.25,RFU,Phycocyanin_InsituProbeR
EMB,30,4/26/2016,0.24,RFU,Phycocyanin_InsituProbeR
EMB,35,4/26/2016,0.23,RFU,Phycocyanin_InsituProbeR
EMB,40,4/26/2016,0.23,RFU,Phycocyanin_InsituProbeR
EMB,45,4/26/2016,0.26,RFU,Phycocyanin_InsituProbeR
EMB,50,4/26/2016,0.27,RFU,Phycocyanin_InsituProbeR
EMB,55,4/26/2016,0.27,RFU,Phycocyanin_InsituProbeR
EMB,60,4/26/2016,0.28,RFU,Phycocyanin_InsituProbeR
EMB,67,4/26/2016,0.26,RFU,Phycocyanin_InsituProbeR
EMB,0,5/10/2016,0.15,RFU,Phycocyanin_InsituProbeR
EMB,5,5/10/2016,0.15,RFU,Phycocyanin_InsituProbeR
EMB,10,5/10/2016,0.13,RFU,Phycocyanin_InsituProbeR
EMB,15,5/10/2016,0.14,RFU,Phycocyanin_InsituProbeR
EMB,20,5/10/2016,0.14,RFU,Phycocyanin_InsituProbeR
EMB,25,5/10/2016,0.14,RFU,Phycocyanin_InsituProbeR
EMB,30,5/10/2016,0.17,RFU,Phycocyanin_InsituProbeR
EMB,35,5/10/2016,0.17,RFU,Phycocyanin_InsituProbeR
EMB,40,5/10/2016,0.19,RFU,Phycocyanin_InsituProbeR
EMB,45,5/10/2016,0.19,RFU,Phycocyanin_InsituProbeR
EMB,50,5/10/2016,0.17,RFU,Phycocyanin_InsituProbeR
EMB,55,5/10/2016,0.16,RFU,Phycocyanin_InsituProbeR
EMB,60,5/10/2016,0.20,RFU,Phycocyanin_InsituProbeR
EMB,65,5/10/2016,0.23,RFU,Phycocyanin_InsituProbeR
EMB,71,5/10/2016,0.22,RFU,Phycocyanin_InsituProbeR
EMB,0,5/24/2016,0.63,RFU,Phycocyanin_InsituProbeR
EMB,5,5/24/2016,0.80,RFU,Phycocyanin_InsituProbeR
EMB,10,5/24/2016,0.18,RFU,Phycocyanin_InsituProbeR
EMB,15,5/24/2016,0.15,RFU,Phycocyanin_InsituProbeR
EMB,20,5/24/2016,0.12,RFU,Phycocyanin_InsituProbeR
EMB,25,5/24/2016,0.12,RFU,Phycocyanin_InsituProbeR
EMB,30,5/24/2016,0.13,RFU,Phycocyanin_InsituProbeR
EMB,35,5/24/2016,0.12,RFU,Phycocyanin_InsituProbeR
EMB,40,5/24/2016,0.15,RFU,Phycocyanin_InsituProbeR
EMB,45,5/24/2016,0.16,RFU,Phycocyanin_InsituProbeR
EMB,50,5/24/2016,0.16,RFU,Phycocyanin_InsituProbeR
EMB,55,5/24/2016,0.18,RFU,Phycocyanin_InsituProbeR
EMB,60,5/24/2016,0.19,RFU,Phycocyanin_InsituProbeR
EMB,65,5/24/2016,0.22,RFU,Phycocyanin_InsituProbeR
EMB,70,5/24/2016,0.20,RFU,Phycocyanin_InsituProbeR
EMB,0,6/7/2016,4.45,RFU,Phycocyanin_InsituProbeR
EMB,5,6/7/2016,4.18,RFU,Phycocyanin_InsituProbeR
EMB,10,6/7/2016,3.28,RFU,Phycocyanin_InsituProbeR
EMB,15,6/7/2016,0.83,RFU,Phycocyanin_InsituProbeR
EMB,20,6/7/2016,0.14,RFU,Phycocyanin_InsituProbeR
EMB,25,6/7/2016,0.15,RFU,Phycocyanin_InsituProbeR
EMB,30,6/7/2016,0.16,RFU,Phycocyanin_InsituProbeR
EMB,35,6/7/2016,0.14,RFU,Phycocyanin_InsituProbeR
EMB,40,6/7/2016,0.13,RFU,Phycocyanin_InsituProbeR
EMB,45,6/7/2016,0.14,RFU,Phycocyanin_InsituProbeR
EMB,50,6/7/2016,0.18,RFU,Phycocyanin_InsituProbeR
EMB,55,6/7/2016,0.19,RFU,Phycocyanin_InsituProbeR
EMB,60,6/7/2016,0.18,RFU,Phycocyanin_InsituProbeR
EMB,65,6/7/2016,0.19,RFU,Phycocyanin_InsituProbeR
EMB,70,6/7/2016,0.20,RFU,Phycocyanin_InsituProbeR
EMB,0,6/16/2016,5.08,RFU,Phycocyanin_InsituProbeR
EMB,5,6/16/2016,5.08,RFU,Phycocyanin_InsituProbeR
EMB,10,6/16/2016,0.64,RFU,Phycocyanin_InsituProbeR
EMB,10,6/16/2016,0.25,RFU,Phycocyanin_InsituProbeR
EMB,20,6/16/2016,0.17,RFU,Phycocyanin_InsituProbeR
EMB,25,6/16/2016,0.16,RFU,Phycocyanin_InsituProbeR
EMB,30,6/16/2016,0.14,RFU,Phycocyanin_InsituProbeR
EMB,35,6/16/2016,0.15,RFU,Phycocyanin_InsituProbeR
EMB,40,6/16/2016,0.15,RFU,Phycocyanin_InsituProbeR
EMB,45,6/16/2016,0.13,RFU,Phycocyanin_InsituProbeR
EMB,50,6/16/2016,0.16,RFU,Phycocyanin_InsituProbeR
EMB,55,6/16/2016,0.18,RFU,Phycocyanin_InsituProbeR
EMB,60,6/16/2016,0.19,RFU,Phycocyanin_InsituProbeR
EMB,65,6/16/2016,0.21,RFU,Phycocyanin_InsituProbeR
EMB,68,6/16/2016,0.23,RFU,Phycocyanin_InsituProbeR
EMB,0,6/21/2016,9.52,RFU,Phycocyanin_InsituProbeR
EMB,5,6/21/2016,9.06,RFU,Phycocyanin_InsituProbeR
EMB,10,6/21/2016,5.72,RFU,Phycocyanin_InsituProbeR
EMB,15,6/21/2016,1.06,RFU,Phycocyanin_InsituProbeR
EMB,20,6/21/2016,0.41,RFU,Phycocyanin_InsituProbeR
EMB,25,6/21/2016,0.33,RFU,Phycocyanin_InsituProbeR
EMB,30,6/21/2016,0.24,RFU,Phycocyanin_InsituProbeR
EMB,35,6/21/2016,0.20,RFU,Phycocyanin_InsituProbeR
EMB,40,6/21/2016,0.19,RFU,Phycocyanin_InsituProbeR
EMB,45,6/21/2016,0.19,RFU,Phycocyanin_InsituProbeR
EMB,50,6/21/2016,0.20,RFU,Phycocyanin_InsituProbeR
EMB,55,6/21/2016,0.19,RFU,Phycocyanin_InsituProbeR
EMB,60,6/21/2016,0.21,RFU,Phycocyanin_InsituProbeR
EMB,65,6/21/2016,0.25,RFU,Phycocyanin_InsituProbeR
EMB,68,6/21/2016,0.28,RFU,Phycocyanin_InsituProbeR
EMB,0,6/28/2016,3.39,RFU,Phycocyanin_InsituProbeR
EMB,5,6/28/2016,3.15,RFU,Phycocyanin_InsituProbeR
EMB,10,6/28/2016,2.70,RFU,Phycocyanin_InsituProbeR
EMB,15,6/28/2016,1.73,RFU,Phycocyanin_InsituProbeR
EMB,20,6/28/2016,1.17,RFU,Phycocyanin_InsituProbeR
EMB,25,6/28/2016,0.62,RFU,Phycocyanin_InsituProbeR
EMB,30,6/28/2016,0.40,RFU,Phycocyanin_InsituProbeR
EMB,35,6/28/2016,0.36,RFU,Phycocyanin_InsituProbeR
EMB,40,6/28/2016,0.33,RFU,Phycocyanin_InsituProbeR
EMB,45,6/28/2016,0.26,RFU,Phycocyanin_InsituProbeR
EMB,50,6/28/2016,0.26,RFU,Phycocyanin_InsituProbeR
EMB,55,6/28/2016,0.26,RFU,Phycocyanin_InsituProbeR
EMB,60,6/28/2016,0.26,RFU,Phycocyanin_InsituProbeR
EMB,65,6/28/2016,0.32,RFU,Phycocyanin_InsituProbeR
EMB,71,6/28/2016,0.37,RFU,Phycocyanin_InsituProbeR
EMB,0,8/4/2016,1.90,RFU,Phycocyanin_InsituProbeR
EMB,5,8/4/2016,4.47,RFU,Phycocyanin_InsituProbeR
EMB,10,8/4/2016,4.79,RFU,Phycocyanin_InsituProbeR
EMB,15,8/4/2016,2.90,RFU,Phycocyanin_InsituProbeR
EMB,20,8/4/2016,0.97,RFU,Phycocyanin_InsituProbeR
EMB,25,8/4/2016,0.68,RFU,Phycocyanin_InsituProbeR
EMB,30,8/4/2016,0.61,RFU,Phycocyanin_InsituProbeR
EMB,35,8/4/2016,0.51,RFU,Phycocyanin_InsituProbeR
EMB,40,8/4/2016,0.38,RFU,Phycocyanin_InsituProbeR
EMB,45,8/4/2016,0.31,RFU,Phycocyanin_InsituProbeR
EMB,50,8/4/2016,0.36,RFU,Phycocyanin_InsituProbeR
EMB,55,8/4/2016,0.38,RFU,Phycocyanin_InsituProbeR
EMB,60,8/4/2016,0.41,RFU,Phycocyanin_InsituProbeR
EMB,65,8/4/2016,0.38,RFU,Phycocyanin_InsituProbeR
EMB,71,8/4/2016,0.90,RFU,Phycocyanin_InsituProbeR
EMB,0,8/30/2016,2.05,RFU,Phycocyanin_InsituProbeR
EMB,5,8/30/2016,2.18,RFU,Phycocyanin_InsituProbeR
EMB,10,8/30/2016,2.82,RFU,Phycocyanin_InsituProbeR
EMB,15,8/30/2016,2.22,RFU,Phycocyanin_InsituProbeR
EMB,20,8/30/2016,0.73,RFU,Phycocyanin_InsituProbeR
EMB,25,8/30/2016,0.44,RFU,Phycocyanin_InsituProbeR
EMB,30,8/30/2016,0.29,RFU,Phycocyanin_InsituProbeR
EMB,35,8/30/2016,0.28,RFU,Phycocyanin_InsituProbeR
EMB,40,8/30/2016,0.30,RFU,Phycocyanin_InsituProbeR
EMB,45,8/30/2016,0.41,RFU,Phycocyanin_InsituProbeR
EMB,50,8/30/2016,0.42,RFU,Phycocyanin_InsituProbeR
EMB,55,8/30/2016,0.41,RFU,Phycocyanin_InsituProbeR
EMB,60,8/30/2016,0.43,RFU,Phycocyanin_InsituProbeR
EMB,65,8/30/2016,0.42,RFU,Phycocyanin_InsituProbeR
EMB,71,8/30/2016,0.37,RFU,Phycocyanin_InsituProbeR
EMB,0,9/20/2016,1.77,RFU,Phycocyanin_InsituProbeR
EMB,5,9/20/2016,1.99,RFU,Phycocyanin_InsituProbeR
EMB,10,9/20/2016,1.93,RFU,Phycocyanin_InsituProbeR
EMB,15,9/20/2016,1.97,RFU,Phycocyanin_InsituProbeR
EMB,20,9/20/2016,1.10,RFU,Phycocyanin_InsituProbeR
EMB,25,9/20/2016,0.86,RFU,Phycocyanin_InsituProbeR
EMB,30,9/20/2016,0.62,RFU,Phycocyanin_InsituProbeR
EMB,35,9/20/2016,0.36,RFU,Phycocyanin_InsituProbeR
EMB,40,9/20/2016,0.27,RFU,Phycocyanin_InsituProbeR
EMB,45,9/20/2016,0.26,RFU,Phycocyanin_InsituProbeR
EMB,50,9/20/2016,0.26,RFU,Phycocyanin_InsituProbeR
EMB,55,9/20/2016,0.21,RFU,Phycocyanin_InsituProbeR
EMB,60,9/20/2016,0.20,RFU,Phycocyanin_InsituProbeR
EMB,65,9/20/2016,0.24,RFU,Phycocyanin_InsituProbeR
EMB,69,9/20/2016,0.25,RFU,Phycocyanin_InsituProbeR
EMB,0,10/11/2016,0.99,RFU,Phycocyanin_InsituProbeR
EMB,5,10/11/2016,1.01,RFU,Phycocyanin_InsituProbeR
EMB,10,10/11/2016,0.97,RFU,Phycocyanin_InsituProbeR
EMB,15,10/11/2016,0.96,RFU,Phycocyanin_InsituProbeR
EMB,20,10/11/2016,0.92,RFU,Phycocyanin_InsituProbeR
EMB,25,10/11/2016,0.95,RFU,Phycocyanin_InsituProbeR
EMB,30,10/11/2016,1.00,RFU,Phycocyanin_InsituProbeR
EMB,35,10/11/2016,0.99,RFU,Phycocyanin_InsituProbeR
EMB,40,10/11/2016,0.92,RFU,Phycocyanin_InsituProbeR
EMB,45,10/11/2016,0.86,RFU,Phycocyanin_InsituProbeR
EMB,50,10/11/2016,0.80,RFU,Phycocyanin_InsituProbeR
EMB,55,10/11/2016,0.45,RFU,Phycocyanin_InsituProbeR
EMB,60,10/11/2016,0.36,RFU,Phycocyanin_InsituProbeR
EMB,65,10/11/2016,0.33,RFU,Phycocyanin_InsituProbeR
EMB,70,10/11/2016,0.63,RFU,Phycocyanin_InsituProbeR
EMB,0,11/1/2016,0.33,RFU,Phycocyanin_InsituProbeR
EMB,5,11/1/2016,0.35,RFU,Phycocyanin_InsituProbeR
EMB,10,11/1/2016,0.30,RFU,Phycocyanin_InsituProbeR
EMB,15,11/1/2016,0.31,RFU,Phycocyanin_InsituProbeR
EMB,20,11/1/2016,0.30,RFU,Phycocyanin_InsituProbeR
EMB,25,11/1/2016,0.28,RFU,Phycocyanin_InsituProbeR
EMB,30,11/1/2016,0.28,RFU,Phycocyanin_InsituProbeR
EMB,35,11/1/2016,0.28,RFU,Phycocyanin_InsituProbeR
EMB,40,11/1/2016,0.25,RFU,Phycocyanin_InsituProbeR
EMB,45,11/1/2016,0.25,RFU,Phycocyanin_InsituProbeR
EMB,50,11/1/2016,0.29,RFU,Phycocyanin_InsituProbeR
EMB,55,11/1/2016,0.36,RFU,Phycocyanin_InsituProbeR
EMB,60,11/1/2016,0.44,RFU,Phycocyanin_InsituProbeR
EMB,68,11/1/2016,0.53,RFU,Phycocyanin_InsituProbeR
EMB,0,11/22/2016,0.34,RFU,Phycocyanin_InsituProbeR
EMB,5,11/22/2016,0.27,RFU,Phycocyanin_InsituProbeR
EMB,10,11/22/2016,0.30,RFU,Phycocyanin_InsituProbeR
EMB,15,11/22/2016,0.29,RFU,Phycocyanin_InsituProbeR
EMB,20,11/22/2016,0.28,RFU,Phycocyanin_InsituProbeR
EMB,25,11/22/2016,0.29,RFU,Phycocyanin_InsituProbeR
EMB,30,11/22/2016,0.30,RFU,Phycocyanin_InsituProbeR
EMB,35,11/22/2016,0.28,RFU,Phycocyanin_InsituProbeR
EMB,40,11/22/2016,0.28,RFU,Phycocyanin_InsituProbeR
EMB,45,11/22/2016,0.29,RFU,Phycocyanin_InsituProbeR
EMB,50,11/22/2016,0.33,RFU,Phycocyanin_InsituProbeR
EMB,55,11/22/2016,0.34,RFU,Phycocyanin_InsituProbeR
EMB,60,11/22/2016,0.35,RFU,Phycocyanin_InsituProbeR
EMB,65,11/22/2016,0.36,RFU,Phycocyanin_InsituProbeR
EMB,69,11/22/2016,0.38,RFU,Phycocyanin_InsituProbeR
EMB,0,1/11/2017,0.26,RFU,Phycocyanin_InsituProbeR
EMB,0,1/11/2017,0.29,RFU,Phycocyanin_InsituProbeR
EMB,0,1/11/2017,0.28,RFU,Phycocyanin_InsituProbeR
EMB,0,1/11/2017,0.28,RFU,Phycocyanin_InsituProbeR
EMB,0,1/11/2017,0.28,RFU,Phycocyanin_InsituProbeR
EMB,0,1/11/2017,0.28,RFU,Phycocyanin_InsituProbeR
EMB,0,1/11/2017,0.31,RFU,Phycocyanin_InsituProbeR
EMB,0,1/11/2017,0.29,RFU,Phycocyanin_InsituProbeR
EMB,0,1/11/2017,0.28,RFU,Phycocyanin_InsituProbeR
EMB,0,1/11/2017,0.29,RFU,Phycocyanin_InsituProbeR
EMB,0,1/11/2017,0.28,RFU,Phycocyanin_InsituProbeR
EMB,0,1/11/2017,0.29,RFU,Phycocyanin_InsituProbeR
EMB,0,1/11/2017,0.36,RFU,Phycocyanin_InsituProbeR
EMB,0,1/11/2017,0.36,RFU,Phycocyanin_InsituProbeR
EMB,70,1/11/2017,1.82,RFU,Phycocyanin_InsituProbeR
EMB,0,2/8/2017,0.24,RFU,Phycocyanin_InsituProbeR
EMB,5,2/8/2017,0.26,RFU,Phycocyanin_InsituProbeR
EMB,10,2/8/2017,0.26,RFU,Phycocyanin_InsituProbeR
EMB,15,2/8/2017,0.25,RFU,Phycocyanin_InsituProbeR
EMB,20,2/8/2017,0.25,RFU,Phycocyanin_InsituProbeR
EMB,25,2/8/2017,0.26,RFU,Phycocyanin_InsituProbeR
EMB,30,2/8/2017,0.25,RFU,Phycocyanin_InsituProbeR
EMB,35,2/8/2017,0.25,RFU,Phycocyanin_InsituProbeR
EMB,40,2/8/2017,0.26,RFU,Phycocyanin_InsituProbeR
EMB,44,2/8/2017,0.26,RFU,Phycocyanin_InsituProbeR
EMB,49,2/8/2017,0.26,RFU,Phycocyanin_InsituProbeR
EMB,54,2/8/2017,0.26,RFU,Phycocyanin_InsituProbeR
EMB,59,2/8/2017,0.26,RFU,Phycocyanin_InsituProbeR
EMB,64,2/8/2017,0.26,RFU,Phycocyanin_InsituProbeR
EMB,69,2/8/2017,0.30,RFU,Phycocyanin_InsituProbeR
EMB,0,3/24/2017,0.69,RFU,Phycocyanin_InsituProbeR
EMB,5,3/24/2017,0.69,RFU,Phycocyanin_InsituProbeR
EMB,10,3/24/2017,0.69,RFU,Phycocyanin_InsituProbeR
EMB,15,3/24/2017,0.72,RFU,Phycocyanin_InsituProbeR
EMB,20,3/24/2017,0.72,RFU,Phycocyanin_InsituProbeR
EMB,25,3/24/2017,0.73,RFU,Phycocyanin_InsituProbeR
EMB,30,3/24/2017,0.70,RFU,Phycocyanin_InsituProbeR
EMB,35,3/24/2017,0.70,RFU,Phycocyanin_InsituProbeR
EMB,40,3/24/2017,0.68,RFU,Phycocyanin_InsituProbeR
EMB,44,3/24/2017,0.68,RFU,Phycocyanin_InsituProbeR
EMB,50,3/24/2017,0.73,RFU,Phycocyanin_InsituProbeR
EMB,54,3/24/2017,0.78,RFU,Phycocyanin_InsituProbeR
EMB,59,3/24/2017,0.80,RFU,Phycocyanin_InsituProbeR
EMB,62,3/24/2017,1.01,RFU,Phycocyanin_InsituProbeR
EMB,0,4/5/2017,1.07,RFU,Phycocyanin_InsituProbeR
EMB,5,4/5/2017,0.94,RFU,Phycocyanin_InsituProbeR
EMB,10,4/5/2017,0.91,RFU,Phycocyanin_InsituProbeR
EMB,15,4/5/2017,0.87,RFU,Phycocyanin_InsituProbeR
EMB,20,4/5/2017,0.73,RFU,Phycocyanin_InsituProbeR
EMB,25,4/5/2017,0.74,RFU,Phycocyanin_InsituProbeR
EMB,30,4/5/2017,0.83,RFU,Phycocyanin_InsituProbeR
EMB,35,4/5/2017,0.80,RFU,Phycocyanin_InsituProbeR
EMB,40,4/5/2017,0.75,RFU,Phycocyanin_InsituProbeR
EMB,45,4/5/2017,0.80,RFU,Phycocyanin_InsituProbeR
EMB,50,4/5/2017,0.69,RFU,Phycocyanin_InsituProbeR
EMB,55,4/5/2017,0.60,RFU,Phycocyanin_InsituProbeR
EMB,60,4/5/2017,0.64,RFU,Phycocyanin_InsituProbeR
EMB,65,4/5/2017,0.70,RFU,Phycocyanin_InsituProbeR
EMB,71,4/5/2017,0.72,RFU,Phycocyanin_InsituProbeR
EMB,0,4/25/2017,14.25,RFU,Phycocyanin_InsituProbeR
EMB,5,4/25/2017,0.72,RFU,Phycocyanin_InsituProbeR
EMB,10,4/25/2017,0.70,RFU,Phycocyanin_InsituProbeR
EMB,15,4/25/2017,0.70,RFU,Phycocyanin_InsituProbeR
EMB,20,4/25/2017,0.63,RFU,Phycocyanin_InsituProbeR
EMB,25,4/25/2017,0.60,RFU,Phycocyanin_InsituProbeR
EMB,30,4/25/2017,0.63,RFU,Phycocyanin_InsituProbeR
EMB,35,4/25/2017,0.68,RFU,Phycocyanin_InsituProbeR
EMB,40,4/25/2017,0.70,RFU,Phycocyanin_InsituProbeR
EMB,45,4/25/2017,0.68,RFU,Phycocyanin_InsituProbeR
EMB,50,4/25/2017,0.70,RFU,Phycocyanin_InsituProbeR
EMB,55,4/25/2017,0.70,RFU,Phycocyanin_InsituProbeR
EMB,60,4/25/2017,0.67,RFU,Phycocyanin_InsituProbeR
EMB,65,4/25/2017,0.70,RFU,Phycocyanin_InsituProbeR
EMB,70,4/25/2017,0.65,RFU,Phycocyanin_InsituProbeR
EMB,0,5/16/2017,0.37,RFU,Phycocyanin_InsituProbeR
EMB,0,5/16/2017,0.35,RFU,Phycocyanin_InsituProbeR
EMB,0,5/16/2017,0.14,RFU,Phycocyanin_InsituProbeR
EMB,0,5/16/2017,0.09,RFU,Phycocyanin_InsituProbeR
EMB,0,5/16/2017,0.09,RFU,Phycocyanin_InsituProbeR
EMB,0,5/16/2017,0.09,RFU,Phycocyanin_InsituProbeR
EMB,0,5/16/2017,0.10,RFU,Phycocyanin_InsituProbeR
EMB,0,5/16/2017,0.09,RFU,Phycocyanin_InsituProbeR
EMB,0,5/16/2017,0.07,RFU,Phycocyanin_InsituProbeR
EMB,0,5/16/2017,0.08,RFU,Phycocyanin_InsituProbeR
EMB,0,5/16/2017,0.08,RFU,Phycocyanin_InsituProbeR
EMB,0,5/16/2017,0.10,RFU,Phycocyanin_InsituProbeR
EMB,0,5/16/2017,0.10,RFU,Phycocyanin_InsituProbeR
EMB,0,5/16/2017,0.11,RFU,Phycocyanin_InsituProbeR
EMB,0,5/16/2017,0.13,RFU,Phycocyanin_InsituProbeR
EMB,0,5/16/2017,0.10,RFU,Phycocyanin_InsituProbeR
EMB,0,5/16/2017,0.11,RFU,Phycocyanin_InsituProbeR
EMB,0,5/16/2017,0.14,RFU,Phycocyanin_InsituProbeR
EMB,70,5/16/2017,0.21,RFU,Phycocyanin_InsituProbeR
EMB,0,6/6/2017,5.61,RFU,Phycocyanin_InsituProbeR
EMB,5,6/6/2017,7.08,RFU,Phycocyanin_InsituProbeR
EMB,10,6/6/2017,6.45,RFU,Phycocyanin_InsituProbeR
EMB,15,6/6/2017,0.15,RFU,Phycocyanin_InsituProbeR
EMB,20,6/6/2017,0.14,RFU,Phycocyanin_InsituProbeR
EMB,25,6/6/2017,0.17,RFU,Phycocyanin_InsituProbeR
EMB,30,6/6/2017,0.17,RFU,Phycocyanin_InsituProbeR
EMB,34,6/6/2017,0.15,RFU,Phycocyanin_InsituProbeR
EMB,40,6/6/2017,0.17,RFU,Phycocyanin_InsituProbeR
EMB,44,6/6/2017,0.22,RFU,Phycocyanin_InsituProbeR
EMB,49,6/6/2017,0.17,RFU,Phycocyanin_InsituProbeR
EMB,54,6/6/2017,0.14,RFU,Phycocyanin_InsituProbeR
EMB,59,6/6/2017,0.14,RFU,Phycocyanin_InsituProbeR
EMB,64,6/6/2017,0.15,RFU,Phycocyanin_InsituProbeR
EMB,71,6/6/2017,0.77,RFU,Phycocyanin_InsituProbeR
EMB,0,6/20/2017,6.78,RFU,Phycocyanin_InsituProbeR
EMB,5,6/20/2017,6.59,RFU,Phycocyanin_InsituProbeR
EMB,10,6/20/2017,4.26,RFU,Phycocyanin_InsituProbeR
EMB,15,6/20/2017,0.85,RFU,Phycocyanin_InsituProbeR
EMB,20,6/20/2017,0.21,RFU,Phycocyanin_InsituProbeR
EMB,25,6/20/2017,0.20,RFU,Phycocyanin_InsituProbeR
EMB,30,6/20/2017,0.17,RFU,Phycocyanin_InsituProbeR
EMB,35,6/20/2017,0.16,RFU,Phycocyanin_InsituProbeR
EMB,40,6/20/2017,0.17,RFU,Phycocyanin_InsituProbeR
EMB,45,6/20/2017,0.16,RFU,Phycocyanin_InsituProbeR
EMB,49,6/20/2017,0.17,RFU,Phycocyanin_InsituProbeR
EMB,54,6/20/2017,0.15,RFU,Phycocyanin_InsituProbeR
EMB,59,6/20/2017,0.13,RFU,Phycocyanin_InsituProbeR
EMB,67,6/20/2017,0.17,RFU,Phycocyanin_InsituProbeR
EMB,0,7/20/2017,3.71,RFU,Phycocyanin_InsituProbeR
EMB,5,7/20/2017,3.85,RFU,Phycocyanin_InsituProbeR
EMB,10,7/20/2017,1.86,RFU,Phycocyanin_InsituProbeR
EMB,15,7/20/2017,0.97,RFU,Phycocyanin_InsituProbeR
EMB,20,7/20/2017,0.53,RFU,Phycocyanin_InsituProbeR
EMB,26,7/20/2017,0.37,RFU,Phycocyanin_InsituProbeR
EMB,30,7/20/2017,0.28,RFU,Phycocyanin_InsituProbeR
EMB,35,7/20/2017,0.28,RFU,Phycocyanin_InsituProbeR
EMB,39,7/20/2017,0.27,RFU,Phycocyanin_InsituProbeR
EMB,44,7/20/2017,0.31,RFU,Phycocyanin_InsituProbeR
EMB,49,7/20/2017,0.29,RFU,Phycocyanin_InsituProbeR
EMB,54,7/20/2017,0.26,RFU,Phycocyanin_InsituProbeR
EMB,59,7/20/2017,0.35,RFU,Phycocyanin_InsituProbeR
EMB,65,7/20/2017,0.78,RFU,Phycocyanin_InsituProbeR
EMB,67,7/20/2017,0.94,RFU,Phycocyanin_InsituProbeR
EMB,0,8/3/2017,5.76,RFU,Phycocyanin_InsituProbeR
EMB,5,8/3/2017,5.25,RFU,Phycocyanin_InsituProbeR
EMB,10,8/3/2017,3.73,RFU,Phycocyanin_InsituProbeR
EMB,15,8/3/2017,1.32,RFU,Phycocyanin_InsituProbeR
EMB,20,8/3/2017,0.40,RFU,Phycocyanin_InsituProbeR
EMB,25,8/3/2017,0.21,RFU,Phycocyanin_InsituProbeR
EMB,30,8/3/2017,0.14,RFU,Phycocyanin_InsituProbeR
EMB,35,8/3/2017,0.14,RFU,Phycocyanin_InsituProbeR
EMB,40,8/3/2017,0.18,RFU,Phycocyanin_InsituProbeR
