Site_ID,sampledate,Q_cfs,SRP_mgL,SRP_lbday
USGS_5427910,10/18/2016,32.2,0.109,18.9
USGS_5427910,10/19/2016,31.3,0.109,18.4
USGS_5427910,10/20/2016,30.1,0.109,17.7
USGS_5427910,10/21/2016,29.7,0.109,17.5
USGS_5427910,10/22/2016,30.9,0.109,18.2
USGS_5427910,10/23/2016,28.8,0.109,16.9
USGS_5427910,10/24/2016,27.4,0.109,16.1
USGS_5427910,10/25/2016,28.1,0.109,16.5
USGS_5427910,10/26/2016,168,0.373,439
USGS_5427910,10/27/2016,138,0.422,306
USGS_5427910,10/28/2016,77.6,0.287,120
USGS_5427910,10/29/2016,74.7,0.229,92.2
USGS_5427910,10/30/2016,70.3,0.172,65.3
USGS_5427910,10/31/2016,63.4,0.128,43.6
USGS_5427910,11/1/2016,59,0.116,36.9
USGS_5427910,11/2/2016,54.1,0.106,31
USGS_5427910,11/3/2016,49.8,0.0968,26
USGS_5427910,11/4/2016,47.6,0.0921,23.7
USGS_5427910,11/5/2016,45.7,0.0888,21.8
USGS_5427910,11/6/2016,44.1,0.0854,20.2
USGS_5427910,11/7/2016,42.5,0.082,18.8
USGS_5427910,11/8/2016,39,0.0786,16.6
USGS_5427910,11/9/2016,37.9,0.0753,15.4
USGS_5427910,11/10/2016,36.4,0.0719,14.1
USGS_5427910,11/11/2016,35.5,0.0685,13.1
USGS_5427910,11/12/2016,34.1,0.0652,12
USGS_5427910,11/13/2016,34,0.0618,11.3
USGS_5427910,11/14/2016,31.5,0.0592,10.1
USGS_5427910,11/15/2016,31.7,0.059,10.1
USGS_5427910,11/16/2016,31.8,0.059,10.1
USGS_5427910,11/17/2016,32.9,0.059,10.5
USGS_5427910,11/18/2016,33.1,0.059,10.5
USGS_5427910,11/19/2016,26.7,0.059,8.49
USGS_5427910,11/20/2016,29.4,0.059,9.38
USGS_5427910,11/21/2016,29.7,0.059,9.46
USGS_5427910,11/22/2016,28.8,0.059,9.17
USGS_5427910,11/23/2016,29.9,0.059,9.35
USGS_5427910,11/24/2016,29.9,0.059,10.2
USGS_5427910,11/25/2016,30.9,0.059,9.85
USGS_5427910,11/26/2016,30.9,0.059,9.86
USGS_5427910,11/27/2016,31.3,0.059,9.97
USGS_5427910,11/28/2016,61.5,0.154,32.7
USGS_5427910,11/29/2016,68.1,0.156,57.2
USGS_5427910,11/30/2016,48.9,0.149,39.5
USGS_5427910,12/1/2016,46.1,0.108,27
USGS_5427910,12/2/2016,43.7,0.0885,20.9
USGS_5427910,12/3/2016,40.9,0.0794,17.5
USGS_5427910,12/4/2016,39.6,0.0702,15
USGS_5427910,12/5/2016,37.8,0.0611,12.5
USGS_5427910,12/6/2016,37.5,0.0519,10.5
USGS_5427910,12/7/2016,35.7,0.0428,8.26
USGS_5427910,12/8/2016,33.5,0.0356,6.44
USGS_5427910,12/9/2016,30.4,0.035,6.04
USGS_5427910,12/10/2016,28.5,0.035,5.57
USGS_5427910,12/11/2016,27.6,0.035,5.3
USGS_5427910,12/12/2016,27.1,0.035,5.17
USGS_5427910,12/13/2016,26.2,0.035,5.04
USGS_5427910,12/14/2016,26.2,0.035,4.95
USGS_5427910,12/15/2016,25.7,0.035,4.9
USGS_5427910,12/16/2016,26.1,0.035,4.9
USGS_5427910,12/17/2016,26.3,0.035,4.96
USGS_5427910,12/18/2016,26.3,0.035,4.98
USGS_5427910,12/19/2016,26.7,0.035,5.02
USGS_5427910,12/20/2016,26.9,0.035,5.07
USGS_5427910,12/21/2016,26.9,0.035,5.08
USGS_5427910,12/22/2016,27.1,0.035,5.1
USGS_5427910,12/23/2016,27.2,0.035,5.13
USGS_5427910,12/24/2016,27.1,0.035,5.13
USGS_5427910,12/25/2016,29.4,0.0477,9.93
USGS_5427910,12/26/2016,59.6,0.063,20.4
USGS_5427910,12/27/2016,41.7,0.0513,11.6
USGS_5427910,12/28/2016,32.7,0.0461,9.26
USGS_5427910,12/29/2016,30.8,0.0436,7.48
USGS_5427910,12/30/2016,30,0.0428,7.04
USGS_5427910,12/31/2016,28.6,0.0421,6.66
USGS_5427910,1/1/2017,27.3,0.0414,6.24
USGS_5427910,1/2/2017,26.4,0.0406,5.88
USGS_5427910,1/3/2017,25.6,0.0398,5.59
USGS_5427910,1/4/2017,24.4,0.0391,5.28
USGS_5427910,1/5/2017,22.3,0.0384,4.83
USGS_5427910,1/6/2017,20.9,0.0376,4.39
USGS_5427910,1/7/2017,20.2,0.0369,4.1
USGS_5427910,1/8/2017,20.3,0.0361,3.95
USGS_5427910,1/9/2017,21.5,0.0354,3.99
USGS_5427910,1/10/2017,36.8,0.0494,10.9
USGS_5427910,1/11/2017,51.4,0.0613,17
USGS_5427910,1/12/2017,41.3,0.0533,11.9
USGS_5427910,1/13/2017,35.5,0.0472,9.06
USGS_5427910,1/14/2017,32.7,0.0434,7.67
USGS_5427910,1/15/2017,29.6,0.0396,6.34
USGS_5427910,1/16/2017,32.2,0.0508,10.4
USGS_5427910,1/17/2017,114,0.317,203
USGS_5427910,1/18/2017,110,0.516,306
USGS_5427910,1/19/2017,92.5,0.606,301
USGS_5427910,1/20/2017,159,0.891,770
USGS_5427910,1/21/2017,132,0.897,640
USGS_5427910,1/22/2017,122,0.948,623
USGS_5427910,1/23/2017,98.2,0.834,443
USGS_5427910,1/24/2017,81,0.66,290
USGS_5427910,1/25/2017,65.6,0.516,183
USGS_5427910,1/26/2017,56.8,0.38,117
USGS_5427910,1/27/2017,47,0.254,64.8
USGS_5427910,1/28/2017,40.8,0.18,39.6
USGS_5427910,1/29/2017,39.2,0.115,24.5
USGS_5427910,1/30/2017,31.9,0.0668,11.5
USGS_5427910,1/31/2017,33,0.063,11.2
USGS_5427910,2/1/2017,33.4,0.0614,11.1
USGS_5427910,2/2/2017,27.9,0.0598,9.02
USGS_5427910,2/3/2017,27.1,0.0582,8.5
USGS_5427910,2/4/2017,25.4,0.0566,7.78
USGS_5427910,2/5/2017,26.2,0.055,7.78
USGS_5427910,2/6/2017,25.3,0.0534,7.3
USGS_5427910,2/7/2017,28,0.0518,7.83
USGS_5427910,2/8/2017,29,0.0502,7.88
USGS_5427910,2/9/2017,26.2,0.0486,6.88
USGS_5427910,2/10/2017,27.3,0.0472,6.96
USGS_5427910,2/11/2017,26.7,0.047,6.78
USGS_5427910,2/12/2017,36.1,0.0716,15.4
USGS_5427910,2/13/2017,47.6,0.219,57
USGS_5427910,2/14/2017,55.6,0.35,106
USGS_5427910,2/15/2017,53.5,0.319,92.2
USGS_5427910,2/16/2017,41.2,0.309,68.8
USGS_5427910,2/17/2017,39.9,0.201,43.4
USGS_5427910,2/18/2017,43.6,0.157,37
USGS_5427910,2/19/2017,44.4,0.13,31.2
USGS_5427910,2/20/2017,48.2,0.104,26.9
USGS_5427910,2/21/2017,88.9,0.149,72.3
USGS_5427910,2/22/2017,64.1,0.121,42
USGS_5427910,2/23/2017,57.2,0.115,35.5
USGS_5427910,2/24/2017,67.9,0.108,39.5
USGS_5427910,2/25/2017,58,0.102,31.8
USGS_5427910,2/26/2017,51.1,0.1,27.7
USGS_5427910,2/27/2017,46.1,0.0988,24.6
USGS_5427910,2/28/2017,51,0.0974,26.8
USGS_5427910,3/1/2017,74.4,0.0961,38.6
USGS_5427910,3/2/2017,62.8,0.0955,32.4
USGS_5427910,3/3/2017,53.9,0.0949,27.6
USGS_5427910,3/4/2017,46.1,0.0944,23.5
USGS_5427910,3/5/2017,44,0.0962,22.8
USGS_5427910,3/6/2017,47.6,0.104,26.8
USGS_5427910,3/7/2017,57.7,0.113,35.1
USGS_5427910,3/8/2017,51,0.11,30.4
USGS_5427910,3/9/2017,46,0.0966,24
USGS_5427910,3/10/2017,41.2,0.0828,18.5
USGS_5427910,3/11/2017,33.2,0.0691,12.4
USGS_5427910,3/12/2017,30.1,0.0554,8.98
USGS_5427910,3/13/2017,32.8,0.0416,7.4
USGS_5427910,3/14/2017,28.1,0.0302,4.57
USGS_5427910,3/15/2017,28.5,0.029,4.45
USGS_5427910,3/16/2017,27,0.029,4.24
USGS_5427910,3/17/2017,33.2,0.029,5.24
USGS_5427910,3/18/2017,36.8,0.029,5.76
USGS_5427910,3/19/2017,33.6,0.029,5.26
USGS_5427910,3/20/2017,35.4,0.029,5.53
USGS_5427910,3/21/2017,34.3,0.029,5.34
USGS_5427910,3/22/2017,28.6,0.0298,4.56
USGS_5427910,3/23/2017,33.5,0.0784,15.7
USGS_5427910,3/24/2017,46.8,0.0971,24.2
USGS_5427910,3/25/2017,36.6,0.0872,17.2
USGS_5427910,3/26/2017,38.6,0.0774,16.2
USGS_5427910,3/27/2017,37.5,0.0675,13.6
USGS_5427910,3/28/2017,35.1,0.0577,10.9
USGS_5427910,3/29/2017,32.1,0.0478,8.33
USGS_5427910,3/30/2017,52.4,0.0498,15
USGS_5427910,3/31/2017,51.4,0.0819,22.2
USGS_5427910,4/1/2017,45.7,0.0875,21.6
USGS_5427910,4/2/2017,41.5,0.087,19.5
USGS_5427910,4/3/2017,41.7,0.0865,19.6
USGS_5427910,4/4/2017,55.6,0.0853,25.8
USGS_5427910,4/5/2017,47.6,0.08,20.3
USGS_5427910,4/6/2017,43.3,0.0741,17.3
USGS_5427910,4/7/2017,38.1,0.0681,14
USGS_5427910,4/8/2017,32.5,0.0622,10.9
USGS_5427910,4/9/2017,31.5,0.0563,9.57
USGS_5427910,4/10/2017,33.5,0.0504,9.15
USGS_5427910,4/11/2017,31.6,0.0455,7.76
USGS_5427910,4/12/2017,28.3,0.045,6.87
USGS_5427910,4/13/2017,33.7,0.045,8.19
USGS_5427910,4/14/2017,31.5,0.046,7.84
USGS_5427910,4/15/2017,49.1,0.0652,17.3
USGS_5427910,4/16/2017,83.9,0.11,49.8
USGS_5427910,4/17/2017,53.2,0.0897,25.9
USGS_5427910,4/18/2017,47.6,0.0829,21.3
USGS_5427910,4/19/2017,42.6,0.0828,19
USGS_5427910,4/20/2017,57,0.0827,25.5
USGS_5427910,4/21/2017,43.6,0.0826,19.4
USGS_5427910,4/22/2017,39.9,0.0825,17.8
USGS_5427910,4/23/2017,36.1,0.0824,16.1
USGS_5427910,4/24/2017,31.8,0.0823,14.1
USGS_5427910,4/25/2017,30.5,0.0822,13.6
USGS_5427910,4/26/2017,36.1,0.0821,16
USGS_5427910,4/27/2017,68.6,0.0814,30.1
USGS_5427910,4/28/2017,52.3,0.0694,19.7
USGS_5427910,4/29/2017,48,0.066,17.1
USGS_5427910,4/30/2017,47.3,0.067,17.2
USGS_5427910,5/1/2017,86.5,0.0976,45.7
USGS_5427910,5/2/2017,69.6,0.108,40.8
USGS_5427910,5/3/2017,56.8,0.0939,28.8
USGS_5427910,5/4/2017,51.7,0.0873,24.4
USGS_5427910,5/5/2017,46.2,0.0862,21.5
USGS_5427910,5/6/2017,44.3,0.0851,20.3
USGS_5427910,5/7/2017,38.1,0.0839,17.3
USGS_5427910,5/8/2017,33.5,0.0828,15
USGS_5427910,5/9/2017,36.8,0.0817,16.2
USGS_5427910,5/10/2017,34.2,0.0805,14.9
USGS_5427910,5/11/2017,34.3,0.0794,14.7
USGS_5427910,5/12/2017,33.2,0.0783,14
USGS_5427910,5/13/2017,30.9,0.0771,12.9
USGS_5427910,5/14/2017,28.4,0.076,11.6
USGS_5427910,5/15/2017,27.6,0.0751,11.2
USGS_5427910,5/16/2017,34.4,0.075,13.9
USGS_5427910,5/17/2017,31,0.075,12.6
USGS_5427910,5/18/2017,36.4,0.075,14.7
USGS_5427910,5/19/2017,28.3,0.075,11.5
USGS_5427910,5/20/2017,38.2,0.0791,16.6
USGS_5427910,5/21/2017,45.7,0.0842,20.9
USGS_5427910,5/22/2017,33.3,0.0761,13.7
USGS_5427910,5/23/2017,37.4,0.0748,15.1
USGS_5427910,5/24/2017,35.2,0.0745,14.2
USGS_5427910,5/25/2017,31.4,0.0743,12.6
USGS_5427910,5/26/2017,32.4,0.0741,13
USGS_5427910,5/27/2017,29.3,0.0738,11.7
USGS_5427910,5/28/2017,29.8,0.0736,11.8
USGS_5427910,5/29/2017,26.9,0.0734,10.7
USGS_5427910,5/30/2017,25.7,0.0731,10.1
USGS_5427910,5/31/2017,24.4,0.0729,9.61
USGS_5427910,6/1/2017,23.1,0.0727,9.08
USGS_5427910,6/2/2017,21.9,0.0724,8.58
USGS_5427910,6/3/2017,20.6,0.0722,8.03
USGS_5427910,6/4/2017,21.2,0.072,8.23
USGS_5427910,6/5/2017,19.8,0.0718,7.69
USGS_5427910,6/6/2017,19.3,0.0715,7.45
USGS_5427910,6/7/2017,19.3,0.0713,7.41
USGS_5427910,6/8/2017,18.2,0.0711,6.99
USGS_5427910,6/9/2017,17.3,0.0708,6.62
USGS_5427910,6/10/2017,19.8,0.0706,7.54
USGS_5427910,6/11/2017,18.5,0.0704,7.01
USGS_5427910,6/12/2017,17.3,0.0701,6.55
USGS_5427910,6/13/2017,68.1,0.182,80
USGS_5427910,6/14/2017,49.9,0.213,57.9
USGS_5427910,6/15/2017,24.5,0.208,27.6
USGS_5427910,6/16/2017,20.2,0.205,22.4
USGS_5427910,6/17/2017,25.3,0.202,27.6
USGS_5427910,6/18/2017,25.3,0.198,27.2
USGS_5427910,6/19/2017,21.4,0.196,22.6
USGS_5427910,6/20/2017,24.5,0.196,26
USGS_5427910,6/21/2017,23.7,0.196,25.1
USGS_5427910,6/22/2017,24,0.197,25.5
USGS_5427910,6/23/2017,44,0.205,48.8
USGS_5427910,6/24/2017,34.1,0.178,33.1
USGS_5427910,6/25/2017,29.2,0.166,26.2
USGS_5427910,6/26/2017,30.2,0.165,26.9
USGS_5427910,6/27/2017,27.3,0.167,24.6
USGS_5427910,6/28/2017,34.9,0.171,32.4
USGS_5427910,6/29/2017,187,0.218,222
USGS_5427910,6/30/2017,81.4,0.221,97.1
USGS_5427910,7/1/2017,51.3,0.212,58.8
USGS_5427910,7/2/2017,43.7,0.203,47.9
USGS_5427910,7/3/2017,33.8,0.196,35.9
USGS_5427910,7/4/2017,35.3,0.196,37.4
USGS_5427910,7/5/2017,36.9,0.196,39.1
USGS_5427910,7/6/2017,32.6,0.196,34.6
USGS_5427910,7/7/2017,44.4,0.241,58.8
USGS_5427910,7/8/2017,38.5,0.27,56.1
USGS_5427910,7/9/2017,31.1,0.266,44.7
USGS_5427910,7/10/2017,40.3,0.266,57.9
USGS_5427910,7/11/2017,36.1,0.266,51.8
USGS_5427910,7/12/2017,39.9,0.266,57.3
USGS_5427910,7/13/2017,41.5,0.266,59.6
USGS_5427910,7/14/2017,32.3,0.266,46.3
USGS_5427910,7/15/2017,29.7,0.266,42.7
USGS_5427910,7/16/2017,30.6,0.266,44
USGS_5427910,7/17/2017,33.8,0.26,47.4
USGS_5427910,7/18/2017,31.8,0.235,40.3
USGS_5427910,7/19/2017,31.2,0.209,35.2
USGS_5427910,7/20/2017,122,0.185,121
USGS_5427910,7/21/2017,108,0.182,107
USGS_5427910,7/22/2017,201,0.26,283
USGS_5427910,7/23/2017,160,0.252,219
USGS_5427910,7/24/2017,123,0.225,149
USGS_5427910,7/25/2017,107,0.208,120
USGS_5427910,7/26/2017,100,0.194,105
USGS_5427910,7/27/2017,110,0.198,118
USGS_5427910,7/28/2017,91.7,0.194,95.9
USGS_5427910,7/29/2017,79.4,0.186,79.9
USGS_5427910,7/30/2017,69.3,0.179,67
USGS_5427910,7/31/2017,61.4,0.172,57
USGS_5427910,8/1/2017,55.7,0.164,49.5
USGS_5427910,8/2/2017,50.5,0.157,42.9
USGS_5427910,8/3/2017,48.2,0.151,39.3
USGS_5427910,8/4/2017,50,0.147,39.8
USGS_5427910,8/5/2017,48.4,0.144,37.6
USGS_5427910,8/6/2017,44,0.14,33.3
USGS_5427910,8/7/2017,41.9,0.137,30.9
USGS_5427910,8/8/2017,40.2,0.133,28.9
USGS_5427910,8/9/2017,38,0.129,26.6
USGS_5427910,8/10/2017,39.1,0.127,26.8
USGS_5427910,8/11/2017,43.1,0.126,29.3
USGS_5427910,8/12/2017,38.7,0.125,26
USGS_5427910,8/13/2017,36.3,0.124,24.3
USGS_5427910,8/14/2017,33.1,0.123,21.9
USGS_5427910,8/15/2017,33.1,0.122,21.8
USGS_5427910,8/16/2017,35.3,0.124,23.7
USGS_5427910,8/17/2017,83.6,0.142,64.3
USGS_5427910,8/18/2017,64.4,0.134,46.9
USGS_5427910,8/19/2017,46,0.123,30.6
USGS_5427910,8/20/2017,42.3,0.121,27.7
USGS_5427910,8/21/2017,41.7,0.12,27.1
USGS_5427910,8/22/2017,40,0.12,25.8
USGS_5427910,8/23/2017,37.4,0.119,24
USGS_5427910,8/24/2017,35.2,0.118,22.4
USGS_5427910,8/25/2017,36.1,0.117,22.9
USGS_5427910,8/26/2017,37.8,0.116,23.8
USGS_5427910,8/27/2017,44.4,0.119,28.7
USGS_5427910,8/28/2017,46.2,0.117,29.2
USGS_5427910,8/29/2017,42.4,0.107,24.4
USGS_5427910,8/30/2017,41.3,0.102,22.9
USGS_5427910,8/31/2017,53.4,0.119,34.5
USGS_5427910,9/1/2017,50.1,0.106,28.8
USGS_5427910,9/2/2017,34.8,0.0872,16.4
USGS_5427910,9/3/2017,30.3,0.077,12.6
USGS_5427910,9/4/2017,33.6,0.077,14
USGS_5427910,9/5/2017,28.1,0.077,11.7
USGS_5427910,9/6/2017,21.1,0.077,8.78
USGS_5427910,9/7/2017,18.3,0.077,7.63
USGS_5427910,9/8/2017,14.6,0.077,6.08
USGS_5427910,9/9/2017,14.1,0.077,5.85
USGS_5427910,9/10/2017,14.2,0.077,5.89
USGS_5427910,9/11/2017,13.2,0.077,5.47
USGS_5427910,9/12/2017,14.5,0.077,6.01
USGS_5427910,9/13/2017,26.9,0.0772,11.2
USGS_5427910,9/14/2017,27.1,0.0779,11.4
USGS_5427910,9/15/2017,32,0.0787,13.6
USGS_5427910,9/16/2017,37.6,0.0795,16.2
USGS_5427910,9/17/2017,38.4,0.0799,16.6
USGS_5427910,9/18/2017,32,0.0797,13.8
USGS_5427910,9/19/2017,30.6,0.0795,13.1
USGS_5427910,9/20/2017,31.2,0.0793,13.3
USGS_5427910,9/21/2017,34.6,0.079,14.8
USGS_5427910,9/22/2017,28.9,0.0788,12.3
USGS_5427910,9/23/2017,26.4,0.0786,11.2
USGS_5427910,9/24/2017,23,0.0784,9.72
USGS_5427910,9/25/2017,22.2,0.0782,9.36
USGS_5427910,9/26/2017,22.2,0.078,9.36
USGS_5427910,9/27/2017,16.9,0.0778,7.1
USGS_5427910,9/28/2017,14.7,0.0775,6.15
USGS_5427910,9/29/2017,16.3,0.0773,6.82
USGS_5427910,9/30/2017,16.6,0.0771,6.87
USGS_5427910,10/1/2017,19.9,0.0786,8.45
USGS_5427910,10/2/2017,23.2,0.0817,10.2
USGS_5427910,10/3/2017,26.3,0.0859,12.2
USGS_5427910,10/4/2017,46.6,0.134,34.1
USGS_5427910,10/5/2017,39.9,0.109,23.7
USGS_5427910,10/6/2017,52.3,0.126,35.7
USGS_5427910,10/7/2017,55.4,0.128,38.3
USGS_5427910,10/8/2017,52,0.125,35.1
USGS_5427910,10/9/2017,47.1,0.114,28.9
USGS_5427910,10/10/2017,43.8,0.105,24.8
USGS_5427910,10/11/2017,52.3,0.122,34.6
USGS_5427910,10/12/2017,44.8,0.109,26.5
USGS_5427910,10/13/2017,42,0.0951,21.6
USGS_5427910,10/14/2017,48,0.112,29.2
USGS_5427910,10/15/2017,52.6,0.125,35.6
USGS_5427910,10/16/2017,47.2,0.122,31.1
USGS_5427910,10/17/2017,44.1,0.118,28.2
USGS_5427910,10/18/2017,42,0.115,26.1
USGS_5427910,10/19/2017,40.1,0.111,24.1
USGS_5427910,10/20/2017,38.3,0.108,22.3
USGS_5427910,10/21/2017,37,0.104,20.8
USGS_5427910,10/22/2017,37.3,0.101,20.3
USGS_5427910,10/23/2017,37.8,0.0984,20.1
USGS_5427910,10/24/2017,47.1,0.114,29
USGS_5427910,10/25/2017,44.6,0.109,26.3
USGS_5427910,10/26/2017,40.9,0.0992,21.9
USGS_5427910,10/27/2017,41.2,0.0894,19.9
USGS_5427910,10/28/2017,39.1,0.0795,16.8
USGS_5427910,10/29/2017,37.1,0.0696,14
USGS_5427910,10/30/2017,36.2,0.0598,11.7
USGS_5427910,10/31/2017,34,0.0499,9.18
USGS_5427910,11/1/2017,33.6,0.0449,8.13
USGS_5427910,11/2/2017,33.9,0.0447,8.18
USGS_5427910,11/3/2017,32.3,0.0444,7.76
USGS_5427910,11/4/2017,33.7,0.0442,8.04
USGS_5427910,11/5/2017,35.4,0.044,8.41
USGS_5427910,11/6/2017,33.2,0.0438,7.84
USGS_5427910,11/7/2017,33,0.0435,7.77
USGS_5427910,11/8/2017,32.7,0.0433,7.64
USGS_5427910,11/9/2017,32.2,0.0431,7.48
USGS_5427910,11/10/2017,30.5,0.0428,7.06
USGS_5427910,11/11/2017,30.7,0.0426,7.07
USGS_5427910,11/12/2017,30.1,0.0424,6.9
USGS_5427910,11/13/2017,29.2,0.0422,6.66
USGS_5427910,11/14/2017,29.5,0.042,6.69
USGS_5427910,11/15/2017,30.2,0.0419,6.84
USGS_5427910,11/16/2017,29.3,0.0418,6.63
USGS_5427910,11/17/2017,30.8,0.0418,6.95
USGS_5427910,11/18/2017,33.4,0.0417,7.53
USGS_5427910,11/19/2017,32,0.0416,7.21
USGS_5427910,11/20/2017,30.9,0.0416,6.95
USGS_5427910,11/21/2017,30.5,0.0415,6.85
USGS_5427910,11/22/2017,29.2,0.0414,6.53
USGS_5427910,11/23/2017,29.3,0.0414,6.55
USGS_5427910,11/24/2017,29,0.0413,6.48
USGS_5427910,11/25/2017,28.5,0.0412,6.34
USGS_5427910,11/26/2017,27.6,0.0412,6.14
USGS_5427910,11/27/2017,27,0.0411,5.99
USGS_5427910,11/28/2017,27.5,0.041,6.1
USGS_5427910,11/29/2017,26.6,0.041,5.89
USGS_5427910,11/30/2017,27.3,0.0409,6.03
USGS_5427910,12/1/2017,26.5,0.0408,5.84
USGS_5427910,12/2/2017,26.6,0.0407,5.86
USGS_5427910,12/3/2017,25.5,0.0407,5.61
USGS_5427910,12/4/2017,30.3,0.0406,6.65
USGS_5427910,12/5/2017,31.3,0.0405,6.86
USGS_5427910,12/6/2017,26.9,0.0405,5.89
USGS_5427910,12/7/2017,23.7,0.0404,5.16
USGS_5427910,12/8/2017,24.3,0.0403,5.3
USGS_5427910,12/9/2017,23.9,0.0403,5.21
USGS_5427910,12/10/2017,23.9,0.0402,5.19
USGS_5427910,12/11/2017,23.6,0.0401,5.1
USGS_5427910,12/12/2017,22.7,0.04,4.92
USGS_5427910,12/13/2017,23.9,0.04,5.17
USGS_5427910,12/14/2017,22.9,0.04,4.95
USGS_5427910,12/15/2017,23.8,0.04,5.14
USGS_5427910,12/16/2017,23.2,0.04,5.01
USGS_5427910,12/17/2017,24.1,0.04,5.21
USGS_5427910,12/18/2017,24.8,0.04,5.36
USGS_5427910,12/19/2017,25.1,0.04,5.42
USGS_5427910,12/20/2017,24.1,0.04,5.21
USGS_5427910,12/21/2017,23.7,0.04,5.11
USGS_5427910,12/22/2017,24,0.04,5.19
USGS_5427910,12/23/2017,23.1,0.04,4.99
USGS_5427910,12/24/2017,22.5,0.04,4.86
USGS_5427910,12/25/2017,20.7,0.04,4.48
USGS_5427910,12/26/2017,21.6,0.04,4.66
USGS_5427910,12/27/2017,21,0.04,4.53
USGS_5427910,12/28/2017,21.6,0.04,4.67
USGS_5427910,12/29/2017,22.7,0.04,4.9
USGS_5427910,12/30/2017,23.2,0.04,5.01
USGS_5427910,12/31/2017,23.7,0.04,5.11
USGS_5427910,1/1/2018,23.9,0.04,5.16
USGS_5427910,1/2/2018,24,0.04,5.19
USGS_5427910,1/3/2018,24.1,0.04,5.21
USGS_5427910,1/4/2018,23.5,0.04,5.07
USGS_5427910,1/5/2018,23.3,0.0441,5.54
USGS_5427910,1/6/2018,23.3,0.0552,6.94
USGS_5427910,1/7/2018,23.5,0.0666,8.43
USGS_5427910,1/8/2018,23.8,0.0779,10
USGS_5427910,1/9/2018,23.9,0.0892,11.5
USGS_5427910,1/10/2018,24.1,0.101,13.1
USGS_5427910,1/11/2018,24.4,0.111,14.6
USGS_5427910,1/12/2018,32.6,0.084,14.8
USGS_5427910,1/13/2018,34.9,0.0764,14.6
USGS_5427910,1/14/2018,30.3,0.0613,10
USGS_5427910,1/15/2018,29.4,0.061,9.67
USGS_5427910,1/16/2018,33.1,0.0612,10.9
USGS_5427910,1/17/2018,33.5,0.0624,11.3
USGS_5427910,1/18/2018,33.6,0.0637,11.6
USGS_5427910,1/19/2018,34.2,0.0649,12
USGS_5427910,1/20/2018,35.8,0.0662,12.8
USGS_5427910,1/21/2018,35.9,0.0677,13.1
USGS_5427910,1/22/2018,210,0.474,662
USGS_5427910,1/23/2018,194,1.16,1170
USGS_5427910,1/24/2018,93.4,1.35,680
USGS_5427910,1/25/2018,74.2,1.33,538
USGS_5427910,1/26/2018,52.7,0.641,187
USGS_5427910,1/27/2018,36.3,0.104,23
USGS_5427910,1/28/2018,23.7,0.0441,5.64
USGS_5427910,1/29/2018,21.3,0.0442,5.09
USGS_5427910,1/30/2018,20.5,0.0443,4.9
USGS_5427910,1/31/2018,20.8,0.0444,4.98
USGS_5427910,2/1/2018,15.6,0.0445,3.75
USGS_5427910,2/2/2018,17,0.0446,4.09
USGS_5427910,2/3/2018,18.5,0.0448,4.48
USGS_5427910,2/4/2018,17.5,0.0449,4.24
USGS_5427910,2/5/2018,17.1,0.045,4.15
USGS_5427910,2/6/2018,18.4,0.0451,4.49
USGS_5427910,2/7/2018,20.1,0.0452,4.91
USGS_5427910,2/8/2018,19.4,0.0453,4.74
USGS_5427910,2/9/2018,21,0.0454,5.15
USGS_5427910,2/10/2018,21.2,0.0456,5.21
USGS_5427910,2/11/2018,22.9,0.0457,5.65
USGS_5427910,2/12/2018,20.9,0.0458,5.17
USGS_5427910,2/13/2018,22.8,0.0459,5.64
USGS_5427910,2/14/2018,25.6,0.0527,7.33
USGS_5427910,2/15/2018,31.8,0.0811,14
USGS_5427910,2/16/2018,39.9,0.093,20.1
USGS_5427910,2/17/2018,35.4,0.0788,15.1
USGS_5427910,2/18/2018,27.4,0.0643,9.52
USGS_5427910,2/19/2018,26.2,0.0644,11.1
USGS_5427910,2/20/2018,203,0.669,845
USGS_5427910,2/21/2018,166,1.19,1060
USGS_5427910,2/22/2018,104,1.16,656
USGS_5427910,2/23/2018,110,1.05,633
USGS_5427910,2/24/2018,131,1.04,747
USGS_5427910,2/25/2018,233,1.05,1300
USGS_5427910,2/26/2018,138,1.1,820
USGS_5427910,2/27/2018,109,1.12,661
USGS_5427910,2/28/2018,92.9,0.907,457
USGS_5427910,3/1/2018,76.1,0.676,279
USGS_5427910,3/2/2018,61.4,0.455,152
USGS_5427910,3/3/2018,49.2,0.277,74.4
USGS_5427910,3/4/2018,41.4,0.196,43.9
USGS_5427910,3/5/2018,34,0.146,26.8
USGS_5427910,3/6/2018,33.3,0.135,24.3
USGS_5427910,3/7/2018,32.7,0.128,22.7
USGS_5427910,3/8/2018,29.7,0.122,19.5
USGS_5427910,3/9/2018,28.5,0.115,17.7
USGS_5427910,3/10/2018,27.9,0.108,16.3
USGS_5427910,3/11/2018,28,0.101,15.3
USGS_5427910,3/12/2018,30.3,0.0943,15.4
USGS_5427910,3/13/2018,30,0.0874,14.2
USGS_5427910,3/14/2018,28.4,0.0818,12.6
USGS_5427910,3/15/2018,28.8,0.0797,12.4
USGS_5427910,3/16/2018,27.5,0.0778,11.6
USGS_5427910,3/17/2018,26.2,0.076,10.8
USGS_5427910,3/18/2018,27,0.0741,10.8
USGS_5427910,3/19/2018,28,0.0722,10.9
USGS_5427910,3/20/2018,28.6,0.0703,10.8
